0.000000000000000000e+00 0.000000000000000000e+00 -4.440892098500626162e-16 0.000000000000000000e+00 0.000000000000000000e+00 -1.450000000000000000e+01 5.379999999999997229e+00 9.999999999999995737e+01 4.999999999999998890e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.639977323121704522e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.450000000000000000e+01 5.380288546645644487e+00 9.968068028426283433e+01 4.999975206719270426e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.373589814440339119e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.450000000000000000e+01 5.379946310217095018e+00 9.534885543010716447e+01 4.999867227041405737e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.193329518553049695e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.443279643704608972e+01 5.452029963453636441e+00 8.608555582455468880e+01 4.938133777915347800e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.109043333939789022e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.389287831975388521e+01 5.634496273714121095e+00 7.392466707945665405e+01 4.715199001542264567e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.405495791095196267e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.255506374858550700e+01 5.864766468875608041e+00 6.116232488453019300e+01 4.402887708829956726e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.707589053098222465e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.062171931502133937e+01 6.069603439513169718e+00 5.041596144209263741e+01 4.122824549380446624e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.014129466965338722e+01 0.000000000000000000e+00 0.000000000000000000e+00 -8.902373098174630073e+00 6.184039779212578303e+00 4.307916937587312134e+01 3.908674933766175252e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.323848673673843734e+01 0.000000000000000000e+00 0.000000000000000000e+00 -7.809365582408067219e+00 6.203203816837131512e+00 3.828461869495613001e+01 3.755745845124929261e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.635423903279682989e+01 0.000000000000000000e+00 0.000000000000000000e+00 -7.030680121804286919e+00 6.143764688429113718e+00 3.493524547166089889e+01 3.648246272383612876e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.947500589161640150e+01 0.000000000000000000e+00 0.000000000000000000e+00 -6.388639084762834486e+00 6.021521132403463206e+00 3.243753175951786005e+01 3.576546627231185771e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.258714343759494625e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.783493913592543834e+00 5.851244983665471189e+00 3.055819924988274749e+01 3.529402043538467648e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.567716886451172087e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.234378520186134587e+00 5.648012930172831680e+00 2.906952883795570486e+01 3.500478908722207683e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.873197787948244297e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.681249718897937839e+00 5.425008751987516753e+00 2.782567225182469173e+01 3.499780691620332229e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.173906637364952132e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.097230281817798137e+00 5.189322387697722583e+00 2.679941609674381198e+01 3.500115002030582678e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.468672701011865200e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.497117364502085213e+00 4.946624375512337579e+00 2.597323455846386864e+01 3.499944877446025115e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.756421811909062569e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.896398966027044164e+00 4.702239197700358808e+00 2.532723856055257627e+01 3.500023319928228238e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.036190027724121876e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.309144931641789356e+00 4.460928730463562530e+00 2.484116460983002739e+01 3.499991306521222922e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.307133773950468481e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.746223530945127278e+00 4.226890402686378501e+00 2.449498305961110134e+01 3.500002801535562202e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.568536371395167350e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.216945367854701754e+00 4.002860773631277347e+00 2.426773923296439506e+01 3.499999268493347304e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.819811304907378968e+01 0.000000000000000000e+00 0.000000000000000000e+00 -7.279885874481920593e-01 3.790190749684153371e+00 2.414311684795182700e+01 3.500000114917131144e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.060500726256110227e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.817981867831356180e-01 3.589697138109908980e+00 2.410121332415056727e+01 3.500000023605558397e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.290273885274885401e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.222795253298803869e-01 3.401922668461069499e+00 2.410000000000000000e+01 3.499999972231994660e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.508920074993457661e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.858570364319370616e-01 3.227119254884228905e+00 2.410000000000000000e+01 3.500000011784552556e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.716340984518292601e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.127915863090873216e-01 3.065301068218581282e+00 2.410000000000000000e+01 3.499999997190174073e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.912541183259578759e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.107691470532236933e+00 2.916194336364844375e+00 2.410000000000000000e+01 3.499999999920768712e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.097617525480137601e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.377003583142121679e+00 2.779179298901610196e+00 2.410000000000000000e+01 3.500000000431994773e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.271747933616144621e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.625841022443177630e+00 2.653337263887456388e+00 2.410000000000000000e+01 3.499999999816174601e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.435179969548056533e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.857127454592981675e+00 2.538316450858132622e+00 2.410000000000000000e+01 3.500000000028374303e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.588219543122578159e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.073223076113967611e+00 2.432913723052671173e+00 2.410000000000000000e+01 3.500000000013379076e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.731220042349859511e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.276096732580598303e+00 2.333427528934210127e+00 2.410000000000000000e+01 3.499999999990828781e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.864572104528443219e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.465469615164948891e+00 2.234357334242830007e+00 2.410000000000000000e+01 3.500000000002063127e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.988694185725901775e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.641073713197333195e+00 2.130990395140725635e+00 2.410000000000000000e+01 3.500000000000338396e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.104024030127393985e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.800474414168719672e+00 2.020959534737101659e+00 2.410000000000000000e+01 3.499999999999615641e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.211011092322222282e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.943107814749408302e+00 1.905072259348037145e+00 2.410000000000000000e+01 3.500000000000111910e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.310109925345282988e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.068641341226936436e+00 1.777810742736559479e+00 2.410000000000000000e+01 3.499999999999990341e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.401774515269926269e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.176329148305865324e+00 1.627656677682458142e+00 2.410000000000000000e+01 3.499999999999995892e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.486453518914569827e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.270329558471702924e+00 1.441603914406938580e+00 2.410000000000000000e+01 3.500000000000002554e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.564586344007264529e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.357201536451862367e+00 1.184838864497616884e+00 2.410000000000000000e+01 3.499999999999998668e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.636599999999999966e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.427999999999999936e+00 5.999999999999999778e-01 2.410000000000000000e+01 3.499999999999999778e-01 0.000000000000000000e+00
