9.993657215475363342e-01 -2.907858456008139900e-02
9.875742756023361268e-01 -3.411262634701519442e-02
9.756852779803945053e-01 -3.922151446024556287e-02
9.641037843315036771e-01 -4.533717637580807897e-02
9.527653258903424627e-01 -5.208501189459624481e-02
9.415998407368862955e-01 -5.923355128065227460e-02
9.305899214173360967e-01 -6.671580085076986300e-02
9.197268526856530180e-01 -7.448659301460486271e-02
9.090008102936398826e-01 -8.250519235362027692e-02
8.985145502140072793e-01 -9.072737955717119496e-02
8.883457168443421592e-01 -9.911025129200691508e-02
8.782587308330741527e-01 -1.076100311262982584e-01
8.682220319066047409e-01 -1.161885490823618972e-01
8.582072218709962952e-01 -1.248112746902012016e-01
8.481888158010021384e-01 -1.334473412343826770e-01
8.381524957675028364e-01 -1.420773477520978212e-01
8.280923043725144650e-01 -1.506900826374730218e-01
8.180015421287502031e-01 -1.592737536592043757e-01
8.078728200683807925e-01 -1.678156492362739283e-01
7.976988945240722773e-01 -1.763031342872571627e-01
7.874732173176031136e-01 -1.847241942847046570e-01
7.771882982787338134e-01 -1.930653200988083906e-01
7.668359505619798400e-01 -2.013119889834207310e-01
7.564095240047385982e-01 -2.094508862378675618e-01
7.459039348223835963e-01 -2.174695629594858848e-01
7.353154085007027607e-01 -2.253566873350938971e-01
7.246404033438746950e-01 -2.331008182637072657e-01
7.138760882181284240e-01 -2.406907466629790715e-01
7.030211901806417973e-01 -2.481167279067139630e-01
6.920748846692802436e-01 -2.553692241215396730e-01
6.810363373014235444e-01 -2.624383990537712541e-01
6.699054125494116052e-01 -2.693146991082986386e-01
6.586825618098464119e-01 -2.759891837240011636e-01
6.473684389619263069e-01 -2.824527702150256281e-01
6.359639833012250554e-01 -2.886964599329524539e-01
6.244717973880590245e-01 -2.947134097391484464e-01
6.128949092901934126e-01 -3.004973324320314165e-01
6.012358994893881592e-01 -3.060416402644327016e-01
5.894970091961726499e-01 -3.113393816924392987e-01
5.776800477196222250e-01 -3.163829512977529568e-01
5.657867793563585712e-01 -3.211648711483457985e-01
5.538189830171886818e-01 -3.256780069070231987e-01
5.417790417745640408e-01 -3.299167922874740033e-01
5.298998042708349399e-01 -3.338767771264115058e-01
5.181316571449894326e-01 -3.375535604022035785e-01
5.063344469332262676e-01 -3.409424273954517193e-01
4.945139644213781827e-01 -3.440374510162028665e-01
4.826763163849113747e-01 -3.468326534522262472e-01
4.708281977717354572e-01 -3.493230720321497951e-01
4.589761474048642542e-01 -3.515013749501162965e-01
4.471268613143156156e-01 -3.533583253051565953e-01
4.352878958827348099e-01 -3.548857257171812440e-01
4.234679687669555825e-01 -3.560788344939215255e-01
4.116769935550561033e-01 -3.569399546876923512e-01
3.999250050820704061e-01 -3.574727779880459977e-01
3.882217807158359069e-01 -3.576813762851311362e-01
3.765768926349279955e-01 -3.575633696738342859e-01
3.649999256201852393e-01 -3.571395250632951601e-01
