3.534995826710417566e-01 -3.564227749398685141e-01
3.420841394147893788e-01 -3.554116793501754246e-01
3.307620274280565487e-01 -3.541081741201992927e-01
3.195417769752759152e-01 -3.525143070038522786e-01
3.084317659042221660e-01 -3.506330960033074429e-01
2.974403806061538535e-01 -3.484678038289990010e-01
2.865759393038820879e-01 -3.460221623653350065e-01
2.758466086124365946e-01 -3.433006483467457293e-01
2.652603370090104162e-01 -3.403084784318501366e-01
2.548248257224181579e-01 -3.370514691449701394e-01
2.445475404246298945e-01 -3.335358024935626275e-01
2.344355623899857244e-01 -3.297684016150027042e-01
2.244955029454074880e-01 -3.257569752776188210e-01
2.147336256563301127e-01 -3.215094194826986773e-01
2.051558138103089790e-01 -3.170338809241787237e-01
1.957608752203112978e-01 -3.123388965938797002e-01
1.864861842337456888e-01 -3.074331032367657035e-01
1.774236158029207922e-01 -3.023252735638934929e-01
1.685762879198989539e-01 -2.970244571220518881e-01
1.599469636871599099e-01 -2.915399103139209025e-01
1.515385039746784956e-01 -2.858801201903102274e-01
1.433548337211611456e-01 -2.800511932363932144e-01
1.354006115131467791e-01 -2.740581080328361452e-01
1.276798141016176336e-01 -2.679074210403502021e-01
1.201943550126624155e-01 -2.616088557976348206e-01
1.129442891635352442e-01 -2.551741270232497638e-01
1.059297089677173481e-01 -2.486135969400464496e-01
9.915208132966220334e-02 -2.419351038658410502e-01
9.261438614162439964e-02 -2.351444190437630699e-01
8.631920368982043401e-02 -2.282482066273945065e-01
8.026844352965176177e-02 -2.212538998500022669e-01
7.446316135818163706e-02 -2.141696748384528948e-01
6.890404222928976641e-02 -2.070036937166229163e-01
6.359110993232733322e-02 -1.997645066945378522e-01
5.852351950693987503e-02 -1.924611042157510221e-01
5.370016222863330940e-02 -1.851021208605111990e-01
4.911853886205739400e-02 -1.776969339647024859e-01
4.477299066262668825e-02 -1.702567497522837481e-01
4.065740547789015169e-02 -1.627917506363356637e-01
3.676648243752639322e-02 -1.553106381330182639e-01
3.309910134373326290e-02 -1.478188535150123939e-01
2.965537067690615300e-02 -1.403215674286774073e-01
2.643497987700877891e-02 -1.328244459761077079e-01
2.343422472216032462e-02 -1.253349247768652530e-01
2.064702536344704617e-02 -1.178606475252799435e-01
1.806736907863165306e-02 -1.104082855108515088e-01
1.568793973930147218e-02 -1.029845500675581754e-01
1.349831441765586212e-02 -9.559675385313454177e-02
1.148603056309460170e-02 -8.825161401816362938e-02
9.637052523580076982e-03 -8.095467720167406900e-02
7.955906436507351534e-03 -7.370768872816665929e-02
6.455169779206530213e-03 -6.651048992380879932e-02
5.148194257128488674e-03 -5.936410736855577547e-02
4.041179441393134494e-03 -5.227200043977706795e-02
3.116830217129490724e-03 -4.524089734438801330e-02
2.336394238094866189e-03 -3.827763493836690289e-02
1.688655266221024236e-03 -3.138664362226995658e-02
1.147403593797257856e-03 -2.457100630111156564e-02
6.928443051316318440e-04 -1.783218373259968029e-02
3.325019973409788668e-04 -1.116937924047061922e-02
9.633413019927565307e-05 -4.581350754279398148e-03
1.519151357128501086e-05 1.931290084215736601e-03
1.035559805894178996e-04 8.448144207509307793e-03
3.785585460295444178e-04 1.503890148434603065e-02
7.765370579822185228e-04 2.167675870834300661e-02
1.251086215940494214e-03 2.842135250121711337e-02
1.786646279245019710e-03 3.524142936644977797e-02
2.410082849508483546e-03 4.213803024283680615e-02
3.155657274297409085e-03 4.910831090091794665e-02
4.046577665088392332e-03 5.614796915150690321e-02
5.105957423400285695e-03 6.325018169047844085e-02
6.364566193763768372e-03 7.040801145142147610e-02
7.816349675433615501e-03 7.761784517006083128e-02
9.448034864229043484e-03 8.487851131165401186e-02
1.124610734331301862e-02 9.219017535412173114e-02
1.320526845880312834e-02 9.955183759288156742e-02
1.533277683711131018e-02 1.069592529463332387e-01
1.763857738726183275e-02 1.144067668695779444e-01
2.013218136787917056e-02 1.218882063888312439e-01
2.282078376479636933e-02 1.293976655139394971e-01
2.570869899381118123e-02 1.369298068759899623e-01
2.880041108149252946e-02 1.444790232657080231e-01
3.210034284806618371e-02 1.520391729500143729e-01
3.561293675912063222e-02 1.596037747613480995e-01
3.934255885610098147e-02 1.671659476120286869e-01
4.329360978460720238e-02 1.747184609335772631e-01
4.747121589223971677e-02 1.822533620044735903e-01
5.188149547120191746e-02 1.897615256177824505e-01
5.653060337476555064e-02 1.972328295582991553e-01
6.142393334988600212e-02 2.046566131933910404e-01
6.656364801579529866e-02 2.120235762241722555e-01
7.195103501955647796e-02 2.193247484674993864e-01
7.758740561134801206e-02 2.265507701178012256e-01
8.347500207033803354e-02 2.336910217314994709e-01
8.961629876436619235e-02 2.407337471861503153e-01
9.601345239885168692e-02 2.476662380565137211e-01
1.026652318328898361e-01 2.544780478834441362e-01
1.095678819737366666e-01 2.611611226311253975e-01
1.167155731072291869e-01 2.677081140638055134e-01
1.241051007020067959e-01 2.741096143229206361e-01
1.317410162892579950e-01 2.803535015431442567e-01
1.396227411854310263e-01 2.864265339830390777e-01
1.477453117309482922e-01 2.923168921372261697e-01
1.560984265016522321e-01 2.980155788288831875e-01
1.646800576784508141e-01 3.035141660979382983e-01
1.734842163428188533e-01 3.088042984486276676e-01
1.825045715572269078e-01 3.138777015346240762e-01
1.917345860481819153e-01 3.187262715863491969e-01
2.011668488895272111e-01 3.233432550572921116e-01
2.107923924433110496e-01 3.277253763788279817e-01
2.206020289606233087e-01 3.318711675798331484e-01
2.305869808635452045e-01 3.357793389959945474e-01
2.407397856020314642e-01 3.394457053345071862e-01
2.510529962203570387e-01 3.428658037410132198e-01
2.615190780407301574e-01 3.460359320597152233e-01
2.721300113359001460e-01 3.489546074825046751e-01
2.828776752183829735e-01 3.516222063361006400e-01
2.937540362798212734e-01 3.540401068284237951e-01
3.047519029881591845e-01 3.562075737304635781e-01
3.158644211518409906e-01 3.581223991735557610e-01
3.270847932373132649e-01 3.597825377989073425e-01
3.384058715878653922e-01 3.611895013000907539e-01
3.498194429278733142e-01 3.623666216635444415e-01
3.613217179838732473e-01 3.632748786140242436e-01
3.729055231632837919e-01 3.639170932362366662e-01
3.845641597275590851e-01 3.642918485235233095e-01
3.962906679363079054e-01 3.643982783362414990e-01
4.080784179308572512e-01 3.642356787273099417e-01
4.199208208408604093e-01 3.638046469633746671e-01
4.318610095583124142e-01 3.631067829927848156e-01
4.441510224629980907e-01 3.621443503318836354e-01
4.564420039415205688e-01 3.609195358520843055e-01
4.687372993883627270e-01 3.594340502132046256e-01
4.810379381109343710e-01 3.576900705215441123e-01
4.933426962484067646e-01 3.556900430058518303e-01
5.056491685526933733e-01 3.534360824592028272e-01
5.179539727910322799e-01 3.509304424867538130e-01
5.302531817603332032e-01 3.481756700775031632e-01
5.425425217053249094e-01 3.451745399121479707e-01
5.548175513944864079e-01 3.419300669157633865e-01
5.670739123525146974e-01 3.384456385467867201e-01
5.793068994812337058e-01 3.347246465215539257e-01
5.915117909721829825e-01 3.307697260363539060e-01
6.036837912678608697e-01 3.265836912912920553e-01
6.158181586782202066e-01 3.221695318327656432e-01
6.279100681306722942e-01 3.175300337027333608e-01
6.399546720843198866e-01 3.126679383916208255e-01
6.519471972656742942e-01 3.075861609357993798e-01
6.638830418553545165e-01 3.022877491561551389e-01
6.757574674268783665e-01 2.967760630863777171e-01
6.875661285390207711e-01 2.910545465821984812e-01
6.993046607013422289e-01 2.851267215600755689e-01
7.109685798206669682e-01 2.789958161876087139e-01
7.225535104290203847e-01 2.726652067310444960e-01
7.340551617873379842e-01 2.661383543062684209e-01
7.454690883610195495e-01 2.594182314569685732e-01
7.567905323680378382e-01 2.525078560837716868e-01
7.680150715622517943e-01 2.454102728018279223e-01
7.791386926308015992e-01 2.381293205527245105e-01
7.901577557073624636e-01 2.306693197102448745e-01
8.010687437523817955e-01 2.230346654751634849e-01
8.118679204002243743e-01 2.152293587813121911e-01
8.225514430935577659e-01 2.072572095210238052e-01
8.331156888008636185e-01 1.991221285766077986e-01
8.435571129221093312e-01 1.908285479143284058e-01
8.538725971165160855e-01 1.823809086361558862e-01
8.640591569043121201e-01 1.737838882364648452e-01
8.741143560455930661e-01 1.650427188681395374e-01
8.840360221547419739e-01 1.561628069154500920e-01
8.938215721572144723e-01 1.471489767576436569e-01
9.034676465148759883e-01 1.380049953522658746e-01
9.129710913520140414e-01 1.287352494390873459e-01
9.223302970507456511e-01 1.193452628031359403e-01
9.315442706942697049e-01 1.098411687782444857e-01
9.406130722103835939e-01 1.002299449345871729e-01
9.495371058610451165e-01 9.051869559900647955e-02
9.583087695604179945e-01 8.070694709872951178e-02
9.669127826282907234e-01 7.078755225390109818e-02
9.753356588340962308e-01 6.075565025821217519e-02
9.835624278115056018e-01 5.060630808839439165e-02
9.915765096141401225e-01 4.033347461652615068e-02
9.993657215475364453e-01 2.993191926490061661e-02
